<<<<<<< HEAD
user.email,user.referenceId,res.status,res.timings.duration,message,documentId
=======
﻿user.email,user.referenceId,res.status,res.timings.duration,message,documentId
load.makmur@yopmail.com,e71f3eec-819e-4e55-9b63-3272655943d7,200,2333.8474,Success,f62454dc-d990-4c99-b2b8-7d8d13cf0659
load.makmur@yopmail.com,e71f3eec-819e-4e55-9b63-3272655943d7,200,1296.8342,Success,2121788a-43e0-45fd-8197-c770dbaf7e49
load.makmur@yopmail.com,e71f3eec-819e-4e55-9b63-3272655943d7,200,1918.0181,Success,4e3bffb4-0ebe-493a-bbac-0bc9d363ea98
load.makmur@yopmail.com,e71f3eec-819e-4e55-9b63-3272655943d7,200,1938.5007,Success,8661b968-7321-456e-b98c-a180d4cf56f4
load.makmur@yopmail.com,e71f3eec-819e-4e55-9b63-3272655943d7,200,2021.8537,Success,480181ba-1aab-4fc9-bf60-bea0f2140ae3
load.makmur@yopmail.com,e71f3eec-819e-4e55-9b63-3272655943d7,200,1938.3196,Success,c363635d-e817-458b-9ba0-f697d4818137
load.makmur@yopmail.com,e71f3eec-819e-4e55-9b63-3272655943d7,200,1604.4701,Success,7b759e03-6952-4048-a6f8-586d1defdd94
load.makmur@yopmail.com,e71f3eec-819e-4e55-9b63-3272655943d7,200,2458.6012,Success,2769bb7d-9b9d-41a7-9d11-7a1d0f8306ee
load.makmur@yopmail.com,e71f3eec-819e-4e55-9b63-3272655943d7,200,2095.9238,Success,fad26d23-9fa8-4385-8f2e-958ff593732b
load.makmur@yopmail.com,e71f3eec-819e-4e55-9b63-3272655943d7,200,2382.5853,Success,def328f4-84af-4843-9f7f-d714d8475c88
load.makmur@yopmail.com,e71f3eec-819e-4e55-9b63-3272655943d7,200,1111.2225,Success,7d5ca986-47ed-4d1d-9a60-eb6c35c0ae09
load.makmur@yopmail.com,e71f3eec-819e-4e55-9b63-3272655943d7,200,3127.5767,Success,40099a75-ef61-40a9-823d-d0989015e132
load.makmur@yopmail.com,e71f3eec-819e-4e55-9b63-3272655943d7,200,2932.1785,Success,6119b822-e473-4913-8a89-8d2d8aaf1fc9
