bintang.users5102@yopmail.com,Bintang Regis 5201,3000000000005101,01-01-2001,Surabaya,0
bintang.users5103@yopmail.com,Bintang Regis 5202,3000000000005102,01-01-2001,Surabaya,0
bintang.users5104@yopmail.com,Bintang Regis 5203,3000000000005103,01-01-2001,Surabaya,0
bintang.users5105@yopmail.com,Bintang Regis 5204,3000000000005104,01-01-2001,Surabaya,0
bintang.users5106@yopmail.com,Bintang Regis 5205,3000000000005105,01-01-2001,Surabaya,0
bintang.users5107@yopmail.com,Bintang Regis 5206,3000000000005106,01-01-2001,Surabaya,0
bintang.users5108@yopmail.com,Bintang Regis 5207,3000000000005107,01-01-2001,Surabaya,0
bintang.users5109@yopmail.com,Bintang Regis 5208,3000000000005108,01-01-2001,Surabaya,0
bintang.users5110@yopmail.com,Bintang Regis 5209,3000000000005109,01-01-2001,Surabaya,0
bintang.users5111@yopmail.com,Bintang Regis 5210,3000000000005110,01-01-2001,Surabaya,0
bintang.users5112@yopmail.com,Bintang Regis 5211,3000000000005111,01-01-2001,Surabaya,0
bintang.users5113@yopmail.com,Bintang Regis 5212,3000000000005112,01-01-2001,Surabaya,0
bintang.users5114@yopmail.com,Bintang Regis 5213,3000000000005113,01-01-2001,Surabaya,0
bintang.users5115@yopmail.com,Bintang Regis 5214,3000000000005114,01-01-2001,Surabaya,0
bintang.users5116@yopmail.com,Bintang Regis 5215,3000000000005115,01-01-2001,Surabaya,0
bintang.users5117@yopmail.com,Bintang Regis 5216,3000000000005116,01-01-2001,Surabaya,0
bintang.users5118@yopmail.com,Bintang Regis 5217,3000000000005117,01-01-2001,Surabaya,0
bintang.users5119@yopmail.com,Bintang Regis 5218,3000000000005118,01-01-2001,Surabaya,0
bintang.users5120@yopmail.com,Bintang Regis 5219,3000000000005119,01-01-2001,Surabaya,0
bintang.users5121@yopmail.com,Bintang Regis 5220,3000000000005120,01-01-2001,Surabaya,0
bintang.users5122@yopmail.com,Bintang Regis 5221,3000000000005121,01-01-2001,Surabaya,0
bintang.users5123@yopmail.com,Bintang Regis 5222,3000000000005122,01-01-2001,Surabaya,0
bintang.users5124@yopmail.com,Bintang Regis 5223,3000000000005123,01-01-2001,Surabaya,0
bintang.users5125@yopmail.com,Bintang Regis 5224,3000000000005124,01-01-2001,Surabaya,0
bintang.users5126@yopmail.com,Bintang Regis 5225,3000000000005125,01-01-2001,Surabaya,0
bintang.users5127@yopmail.com,Bintang Regis 5226,3000000000005126,01-01-2001,Surabaya,0
bintang.users5128@yopmail.com,Bintang Regis 5227,3000000000005127,01-01-2001,Surabaya,0
bintang.users5129@yopmail.com,Bintang Regis 5228,3000000000005128,01-01-2001,Surabaya,0
bintang.users5130@yopmail.com,Bintang Regis 5229,3000000000005129,01-01-2001,Surabaya,0
