user.email,user.referenceId,res.status,res.timings.duration,message,documentId
fay00222@yopmail.com,b6cbf1f6-d469-4973-8e77-9fc25724da5e,200,976.6506,Success,43e5e45e-d7fd-4944-8c19-3b67eebe8352
sari.starry@yopmail.com,b6cbf1f6-d469-4973-8e77-9fc25724da5e,200,1834.148,Success,fdaba468-1acc-401b-a4dd-7b49eb81dddd
fay00533@yopmail.com,b6cbf1f6-d469-4973-8e77-9fc25724da5e,200,1475.1449,Success,904e19de-7bd9-4984-ad37-a1de632ec27d
nana_barat@yopmail.com,b6cbf1f6-d469-4973-8e77-9fc25724da5e,200,4196.8096,Success,89fb4e62-5692-4152-8a67-25cce68864fe
aryad.starry@yopmail.com,b6cbf1f6-d469-4973-8e77-9fc25724da5e,200,1024.0186,Success,5057168c-81e3-44a1-9594-3653204329f4
sysadminprita5@yopmail.com,b6cbf1f6-d469-4973-8e77-9fc25724da5e,200,2306.3726,Success,f34085de-4c5b-4f21-818d-dfcfba59d6fc
gina.barat@yopmail.com,b6cbf1f6-d469-4973-8e77-9fc25724da5e,200,3133.5638,Success,4d06699b-c164-4318-b3f6-cef0d6821891
sari.starry@yopmail.com,b6cbf1f6-d469-4973-8e77-9fc25724da5e,200,1790.4017,Success,e6ed21b9-404f-4b02-bf1a-155d62488a95
fay00533@yopmail.com,b6cbf1f6-d469-4973-8e77-9fc25724da5e,200,513.5902,Success,34f71ab2-730e-4e4f-9a14-5d96be85ce99
starry.admin@yopmail.com,b6cbf1f6-d469-4973-8e77-9fc25724da5e,200,688.42,Success,70f53d43-9019-4030-8b1e-1ed29fd217a6
nana_barat@yopmail.com,b6cbf1f6-d469-4973-8e77-9fc25724da5e,200,4499.5109,Success,05edb3ed-933d-4b0f-b412-d2c3d2f750d7
aryad.starry@yopmail.com,b6cbf1f6-d469-4973-8e77-9fc25724da5e,200,1413.6683,Success,11441ba3-5af6-46c8-80a5-22e2381138ae
gina.barat@yopmail.com,b6cbf1f6-d469-4973-8e77-9fc25724da5e,200,2915.6786,Success,485f2ea7-0e0a-4815-ab27-b29de2320ec4
sari.starry@yopmail.com,b6cbf1f6-d469-4973-8e77-9fc25724da5e,200,2021.1425,Success,683a2123-ee22-4023-b96e-24eb304470e1
