user.email,user.referenceId,res.status,res.timings.duration,message,documentId

fay00533@yopmail.com,b6cbf1f6-d469-4973-8e77-9fc25724da5e,200,2105.8186,Success,c66941dd-9f12-425f-99d6-f439b2b70503
bola.sysadmin@yopmail.com,b6cbf1f6-d469-4973-8e77-9fc25724da5e,200,534.0999,Success,d4ca6eba-6ef0-4e49-96e6-919e3edc4811
gina.barat@yopmail.com,b6cbf1f6-d469-4973-8e77-9fc25724da5e,200,1267.428,Success,b6bcecc6-4dd2-4c8c-8ef5-cbbc97204b1a
sari.starry@yopmail.com,b6cbf1f6-d469-4973-8e77-9fc25724da5e,200,4482.8451,Success,00257ea3-7514-424d-a657-d984125fa485
sysadminprita5@yopmail.com,b6cbf1f6-d469-4973-8e77-9fc25724da5e,200,4193.4287,Success,0f9a9358-63fc-4b96-bd67-7c532755c69c
nana_barat@yopmail.com,b6cbf1f6-d469-4973-8e77-9fc25724da5e,200,3043.3627,Success,7ea5b8e2-2ca6-44a3-a020-6fadd587a0c4
aryad.starry@yopmail.com,b6cbf1f6-d469-4973-8e77-9fc25724da5e,200,6314.3416,Success,9a760796-4fab-438e-a86d-f054f00b6707
fay00222@yopmail.com,b6cbf1f6-d469-4973-8e77-9fc25724da5e,200,2422.1543,Success,f673d40d-1f15-4c37-b2fa-06e50ea53cff
admin.barat@yopmail.com,b6cbf1f6-d469-4973-8e77-9fc25724da5e,200,961.5072,Success,ad7f61a5-34af-4cfd-b75d-8c56ab3702d0
sari.starry@yopmail.com,b6cbf1f6-d469-4973-8e77-9fc25724da5e,200,4735.3745,Success,3fd8fef7-0ca5-466f-8d5a-e3dfb857b42d
fay00533@yopmail.com,b6cbf1f6-d469-4973-8e77-9fc25724da5e,200,2024.8301,Success,ce751a00-e641-440f-9ebf-e277467aaa2d
bola.sysadmin@yopmail.com,b6cbf1f6-d469-4973-8e77-9fc25724da5e,200,617.1978,Success,9968785e-1315-41e2-939c-52e5078ab26c
gina.barat@yopmail.com,b6cbf1f6-d469-4973-8e77-9fc25724da5e,200,1350.6546,Success,baac0992-78d0-46d2-8ee6-3e1e5a45dd4a
aryad.starry@yopmail.com,b6cbf1f6-d469-4973-8e77-9fc25724da5e,200,6889.0727,Success,f55a6f4f-3407-4edb-b8bb-f6f02b0d61a3
sysadminprita5@yopmail.com,b6cbf1f6-d469-4973-8e77-9fc25724da5e,200,4987.1873,Success,cc1ce4e0-f672-46f8-865b-fa5b6e4c939b
bola.sysadmin@yopmail.com,b6cbf1f6-d469-4973-8e77-9fc25724da5e,200,669.7929,Success,9f49cfaa-7d76-4f7a-9e12-30557fedadf8
nana_barat@yopmail.com,b6cbf1f6-d469-4973-8e77-9fc25724da5e,200,2859.4554,Success,3e90d3ec-5020-4294-b2ef-06de1d18db84
sari.starry@yopmail.com,b6cbf1f6-d469-4973-8e77-9fc25724da5e,200,5468.8015,Success,6fc5fe25-eece-4942-a670-2839bee313f7
fay00222@yopmail.com,b6cbf1f6-d469-4973-8e77-9fc25724da5e,200,3420.7413,Success,ece6ee65-a600-429a-920f-cfc3af604d1e
gina.barat@yopmail.com,b6cbf1f6-d469-4973-8e77-9fc25724da5e,200,1380.7996,Success,84cb677a-6b02-478d-b084-43d23a056831
bola.sysadmin@yopmail.com,b6cbf1f6-d469-4973-8e77-9fc25724da5e,200,592.473,Success,fa4d5d8b-4b4f-4c79-a55b-f69a674935ec
starry.admin@yopmail.com,b6cbf1f6-d469-4973-8e77-9fc25724da5e,200,1563.3081,Success,02a5eb3b-a3d0-4124-8ff2-9f8e2fae8ef3
bola.sysadmin@yopmail.com,b6cbf1f6-d469-4973-8e77-9fc25724da5e,200,775.3653,Success,13b9c0f0-6456-40c2-96c3-0dcd688c921a
fay00533@yopmail.com,b6cbf1f6-d469-4973-8e77-9fc25724da5e,200,3059.573,Success,b6de1eb1-8004-483b-acdf-fc65edd012b3
nana_barat@yopmail.com,b6cbf1f6-d469-4973-8e77-9fc25724da5e,200,2926.5459,Success,9e5d7b10-9135-4dd7-9007-d0031323fa68
aryad.starry@yopmail.com,b6cbf1f6-d469-4973-8e77-9fc25724da5e,200,7912.356,Success,e79e050d-6b4f-4871-b97c-b309be71ca97
bola.sysadmin@yopmail.com,b6cbf1f6-d469-4973-8e77-9fc25724da5e,200,1049.4138,Success,29cedafc-529a-4f26-b601-3ff276024379
sysadminprita5@yopmail.com,b6cbf1f6-d469-4973-8e77-9fc25724da5e,200,6022.9227,Success,a3106d83-b7ae-4774-adde-a5fba640c4f6
admin.barat@yopmail.com,b6cbf1f6-d469-4973-8e77-9fc25724da5e,200,767.2729,Success,04fbf051-3ada-4a9e-8352-ec92abcf58f7
sari.starry@yopmail.com,b6cbf1f6-d469-4973-8e77-9fc25724da5e,200,6381.3181,Success,9445103d-2da3-4b83-b6a5-d3446009ba98
